id,registrationNumber,ownerName,driverName,driverNIC,contactNumber,districtId,provinceId,deviceId,status,lastLat,lastLng,lastSpeed,lastHeading,lastTimestamp,registeredAt,updatedAt
"138","NWP-TUK-0138","Gayan Seneviratne","Nimal Weerasinghe","19883127810","751996950","19","6","DEV-0138","SUSPENDED","","","","","","2024-02-15T08:00:00Z",""
"139","NWP-TUK-0139","Dinesh Jayasinghe","Sandya Perera","19972586944","724873507","18","6","DEV-0139","ACTIVE","7.502702","80.551481","46","102","2026-04-03T16:00:00.000Z","2024-01-06T08:00:00Z",""
"140","NWP-TUK-0140","Nadeeka Gunasekara","Tharindu Ranasinghe","19733126445","713957145","18","6","DEV-0140","ACTIVE","7.314562","80.149336","53","310","2026-04-03T16:00:00.000Z","2024-08-22T08:00:00Z",""
"141","NWP-TUK-0141","Kamal Pathirana","Chamari Bandara","19992256086","728673580","18","6","DEV-0141","ACTIVE","7.534147","80.201382","32","4","2026-04-03T16:00:00.000Z","2024-08-12T08:00:00Z",""
"142","NWP-TUK-0142","Kamal Rajapaksa","Lasith Liyanage","19772801976","771695889","19","6","DEV-0142","ACTIVE","8.216914","79.699617","8","164","2026-04-03T16:00:00.000Z","2024-05-02T08:00:00Z",""
"143","NWP-TUK-0143","Ruwan Seneviratne","Chamari Liyanage","19840579824","789561435","18","6","DEV-0143","ACTIVE","7.502119","80.381015","16","38","2026-04-03T16:00:00.000Z","2024-08-09T08:00:00Z",""
"144","NWP-TUK-0144","Nadeeka Herath","Gayan Wickramasinghe","19752743863","724953069","18","6","DEV-0144","ACTIVE","7.708723","80.193774","5","86","2026-04-03T16:00:00.000Z","2024-03-04T08:00:00Z",""
"145","NWP-TUK-0145","Pradeep Seneviratne","Ruwan Liyanage","19840941877","773873736","19","6","DEV-0145","ACTIVE","8.198274","79.893857","2","228","2026-04-03T16:00:00.000Z","2024-03-10T08:00:00Z",""
"146","NWP-TUK-0146","Isuru Pathirana","Gayan Weerasinghe","19831218334","711538818","18","6","DEV-0146","ACTIVE","7.317385","80.281044","25","48","2026-04-03T16:00:00.000Z","2024-03-08T08:00:00Z",""
"147","NWP-TUK-0147","Chamari Weerasinghe","Nimal Bandara","19980459833","789304045","18","6","DEV-0147","ACTIVE","7.426643","80.575092","49","54","2026-04-03T16:00:00.000Z","2024-03-02T08:00:00Z",""
"148","NWP-TUK-0148","Tharindu Perera","Dinesh Weerasinghe","19821657220","749353971","18","6","DEV-0148","ACTIVE","7.27025","80.30418","57","312","2026-04-03T16:00:00.000Z","2024-05-04T08:00:00Z",""
"149","NWP-TUK-0149","Isuru Dissanayake","Chamari Silva","19850182436","772380027","19","6","DEV-0149","ACTIVE","7.82623","79.605154","55","274","2026-04-03T16:00:00.000Z","2024-05-27T08:00:00Z",""
"150","NWP-TUK-0150","Kamal Herath","Dilini Dissanayake","19723203218","764688293","18","6","DEV-0150","ACTIVE","7.651604","80.483373","44","236","2026-04-03T16:00:00.000Z","2024-08-02T08:00:00Z",""
"151","NCP-TUK-0151","Tharindu Gunasekara","Lasith Pathirana","19742422441","778433641","20","7","DEV-0151","SUSPENDED","","","","","","2024-06-12T08:00:00Z",""
"152","NCP-TUK-0152","Thisara Ranasinghe","Sunil Jayasinghe","19843118280","757240908","20","7","DEV-0152","SUSPENDED","","","","","","2024-02-08T08:00:00Z",""
"153","NCP-TUK-0153","Ruwan Dissanayake","Nimal Dissanayake","19720727701","742272918","20","7","DEV-0153","ACTIVE","8.048158","80.153809","53","353","2026-04-03T16:00:00.000Z","2024-07-07T08:00:00Z",""
"154","NCP-TUK-0154","Lasith Perera","Gayan Ranasinghe","19970922062","713487770","20","7","DEV-0154","ACTIVE","8.411854","80.181616","12","329","2026-04-03T16:00:00.000Z","2024-03-25T08:00:00Z",""
"155","NCP-TUK-0155","Chamari Silva","Isuru Dissanayake","19781369859","776578457","20","7","DEV-0155","SUSPENDED","","","","","","2024-07-11T08:00:00Z",""
"156","NCP-TUK-0156","Chamari Ranasinghe","Nadeeka Seneviratne","19910335811","758163062","21","7","DEV-0156","ACTIVE","8.09196","81.051682","4","16","2026-04-03T16:00:00.000Z","2024-02-09T08:00:00Z",""
"157","NCP-TUK-0157","Lasith Herath","Chamara Weerasinghe","19772437681","731443427","21","7","DEV-0157","ACTIVE","7.921477","80.976686","45","74","2026-04-03T16:00:00.000Z","2024-07-22T08:00:00Z",""
"158","NCP-TUK-0158","Gayan Liyanage","Gayan Liyanage","19740265436","786340676","21","7","DEV-0158","ACTIVE","7.839056","81.221759","46","250","2026-04-03T16:00:00.000Z","2024-07-15T08:00:00Z",""
"159","NCP-TUK-0159","Gayan Weerasinghe","Pradeep Silva","19753175548","705510167","20","7","DEV-0159","ACTIVE","8.576931","80.215935","22","31","2026-04-03T16:00:00.000Z","2024-05-22T08:00:00Z",""
"160","NCP-TUK-0160","Chamara Dissanayake","Buddhika Rajapaksa","19980281028","713507552","21","7","DEV-0160","ACTIVE","8.10129","81.087469","37","144","2026-04-03T16:00:00.000Z","2024-03-13T08:00:00Z",""
"161","NCP-TUK-0161","Lasith Liyanage","Nadeeka Pathirana","19892962065","758880402","20","7","DEV-0161","ACTIVE","8.148253","80.483819","59","232","2026-04-03T16:00:00.000Z","2024-04-17T08:00:00Z",""
"162","NCP-TUK-0162","Gayan Wickramasinghe","Tharindu Silva","19781297967","716227467","20","7","DEV-0162","ACTIVE","8.054547","80.374421","45","333","2026-04-03T16:00:00.000Z","2024-02-14T08:00:00Z",""
"163","NCP-TUK-0163","Nuwan Bandara","Gayan Perera","19882706896","735085022","21","7","DEV-0163","ACTIVE","8.147131","81.208943","22","232","2026-04-03T16:00:00.000Z","2024-07-27T08:00:00Z",""
"164","NCP-TUK-0164","Nadeeka Jayasinghe","Chamari Herath","19990484923","742953299","21","7","DEV-0164","ACTIVE","7.916749","80.885244","20","83","2026-04-03T16:00:00.000Z","2024-07-10T08:00:00Z",""
"165","NCP-TUK-0165","Thisara Ranasinghe","Chamari Liyanage","19802744042","788036264","20","7","DEV-0165","SUSPENDED","","","","","","2024-05-11T08:00:00Z",""
"166","UP-TUK-0166","Ruwan Silva","Isuru Seneviratne","19760301701","748721184","23","8","DEV-0166","ACTIVE","6.924686","81.474533","57","141","2026-04-03T16:00:00.000Z","2024-04-05T08:00:00Z",""
"167","UP-TUK-0167","Thisara Dissanayake","Nadeeka Dissanayake","19812004739","784319976","22","8","DEV-0167","INACTIVE","","","","","","2024-08-17T08:00:00Z",""
"168","UP-TUK-0168","Sunil Jayasinghe","Isuru Pathirana","19930691554","769167927","22","8","DEV-0168","ACTIVE","6.858332","81.083842","8","226","2026-04-03T16:00:00.000Z","2024-06-22T08:00:00Z",""
"169","UP-TUK-0169","Chamari Seneviratne","Nimal Pathirana","19873584615","722935528","23","8","DEV-0169","ACTIVE","6.767746","81.318232","38","136","2026-04-03T16:00:00.000Z","2024-02-07T08:00:00Z",""
"170","UP-TUK-0170","Nuwan Pathirana","Sunil Dissanayake","19973071289","713020226","22","8","DEV-0170","ACTIVE","7.184639","80.996022","17","67","2026-04-03T16:00:00.000Z","2024-02-24T08:00:00Z",""
"171","UP-TUK-0171","Tharindu Jayasinghe","Chamara Fernando","19842431764","768723680","22","8","DEV-0171","ACTIVE","6.767408","80.849536","30","39","2026-04-03T16:00:00.000Z","2024-02-24T08:00:00Z",""
"172","UP-TUK-0172","Nadeeka Seneviratne","Gayan Seneviratne","19981725600","725258769","23","8","DEV-0172","ACTIVE","7.031909","81.228928","18","317","2026-04-03T16:00:00.000Z","2024-05-06T08:00:00Z",""
"173","UP-TUK-0173","Ruwan Pathirana","Chamara Gunasekara","19822492422","788044992","23","8","DEV-0173","ACTIVE","6.582254","81.161813","1","261","2026-04-03T16:00:00.000Z","2024-05-08T08:00:00Z",""
"174","UP-TUK-0174","Kamal Fernando","Nadeeka Liyanage","19712843660","715069601","22","8","DEV-0174","ACTIVE","7.198632","80.929502","16","271","2026-04-03T16:00:00.000Z","2024-07-07T08:00:00Z",""
"175","UP-TUK-0175","Gayan Wickramasinghe","Kumari Silva","19780521782","749415680","22","8","DEV-0175","ACTIVE","7.232257","81.060824","58","248","2026-04-03T16:00:00.000Z","2024-02-25T08:00:00Z",""
"176","UP-TUK-0176","Nadeeka Herath","Nuwan Gunasekara","19983587478","728046503","22","8","DEV-0176","ACTIVE","7.063628","81.042072","33","99","2026-04-03T16:00:00.000Z","2024-04-13T08:00:00Z",""
"177","UP-TUK-0177","Asanka Bandara","Nimal Rajapaksa","19750687526","765984239","22","8","DEV-0177","ACTIVE","7.030549","80.947062","18","249","2026-04-03T16:00:00.000Z","2024-06-08T08:00:00Z",""
"178","UP-TUK-0178","Buddhika Silva","Buddhika Jayasinghe","19922394773","749708860","22","8","DEV-0178","ACTIVE","7.221183","80.823263","5","174","2026-04-03T16:00:00.000Z","2024-02-05T08:00:00Z",""
"179","UP-TUK-0179","Ruwan Weerasinghe","Buddhika Dissanayake","19901354008","718840445","22","8","DEV-0179","SUSPENDED","","","","","","2024-01-03T08:00:00Z",""
"180","UP-TUK-0180","Sunil Dissanayake","Buddhika Herath","19811101720","758539123","22","8","DEV-0180","INACTIVE","","","","","","2024-04-12T08:00:00Z",""
"181","SGP-TUK-0181","Dilini Dissanayake","Buddhika Perera","19772607002","752750582","25","9","DEV-0181","SUSPENDED","","","","","","2024-05-05T08:00:00Z",""
"182","SGP-TUK-0182","Nuwan Fernando","Lasith Dissanayake","19890226829","751735950","24","9","DEV-0182","ACTIVE","6.850645","80.438124","55","69","2026-04-03T16:00:00.000Z","2024-05-23T08:00:00Z",""
"183","SGP-TUK-0183","Pradeep Wickramasinghe","Nadeeka Jayasinghe","19791301393","757569867","25","9","DEV-0183","ACTIVE","7.103052","80.15625","39","140","2026-04-03T16:00:00.000Z","2024-05-22T08:00:00Z",""
"184","SGP-TUK-0184","Ruwan Bandara","Buddhika Jayasinghe","19831507033","708021525","24","9","DEV-0184","ACTIVE","6.81954","80.319765","40","67","2026-04-03T16:00:00.000Z","2024-02-24T08:00:00Z",""
"185","SGP-TUK-0185","Nimal Wickramasinghe","Dinesh Liyanage","19842381989","756662032","24","9","DEV-0185","INACTIVE","","","","","","2024-04-09T08:00:00Z",""
"186","SGP-TUK-0186","Thisara Wickramasinghe","Gayan Liyanage","19941729014","763400238","25","9","DEV-0186","SUSPENDED","","","","","","2024-01-06T08:00:00Z",""
"187","SGP-TUK-0187","Buddhika Rajapaksa","Ruwan Bandara","19983288637","716041487","25","9","DEV-0187","ACTIVE","7.378446","80.301104","51","183","2026-04-03T16:00:00.000Z","2024-02-12T08:00:00Z",""
"188","SGP-TUK-0188","Chamara Wickramasinghe","Chamara Rajapaksa","19891118489","755666041","25","9","DEV-0188","ACTIVE","7.215177","80.302849","5","279","2026-04-03T16:00:00.000Z","2024-06-07T08:00:00Z",""
"189","SGP-TUK-0189","Dinesh Ranasinghe","Pradeep Ranasinghe","19841008225","787959114","25","9","DEV-0189","ACTIVE","7.267881","80.223982","16","17","2026-04-03T16:00:00.000Z","2024-02-21T08:00:00Z",""
"190","SGP-TUK-0190","Isuru Fernando","Nadeeka Silva","19993268964","706652801","25","9","DEV-0190","ACTIVE","7.407082","80.164785","41","126","2026-04-03T16:00:00.000Z","2024-03-12T08:00:00Z",""
"191","SGP-TUK-0191","Thisara Perera","Gayan Dissanayake","19870082340","723318604","25","9","DEV-0191","SUSPENDED","","","","","","2024-05-15T08:00:00Z",""
"192","SGP-TUK-0192","Dilini Jayasinghe","Buddhika Herath","19900078286","731299663","24","9","DEV-0192","SUSPENDED","","","","","","2024-04-23T08:00:00Z",""
"193","SGP-TUK-0193","Dinesh Herath","Buddhika Dissanayake","19740378092","774724781","25","9","DEV-0193","SUSPENDED","","","","","","2024-03-17T08:00:00Z",""
"194","SGP-TUK-0194","Dinesh Ranasinghe","Sunil Pathirana","19862802005","775618984","24","9","DEV-0194","INACTIVE","","","","","","2024-07-27T08:00:00Z",""
"195","SGP-TUK-0195","Nuwan Herath","Nimal Dissanayake","19882994462","736422526","24","9","DEV-0195","INACTIVE","","","","","","2024-02-03T08:00:00Z",""
"196","SGP-TUK-0196","Dinesh Jayasinghe","Sandya Herath","19771744735","726422303","24","9","DEV-0196","INACTIVE","","","","","","2024-01-21T08:00:00Z",""
"197","SGP-TUK-0197","Nuwan Silva","Nadeeka Wickramasinghe","19923495197","704354295","24","9","DEV-0197","INACTIVE","","","","","","2024-02-06T08:00:00Z",""
"198","SGP-TUK-0198","Nuwan Dissanayake","Kamal Seneviratne","19700103230","726218276","25","9","DEV-0198","ACTIVE","7.380181","80.524963","36","339","2026-04-03T16:00:00.000Z","2024-07-10T08:00:00Z",""
"199","SGP-TUK-0199","Dilini Jayasinghe","Nimal Weerasinghe","19861103077","742876028","25","9","DEV-0199","ACTIVE","7.419096","80.168974","0","47","2026-04-03T16:00:00.000Z","2024-01-20T08:00:00Z",""
"200","SGP-TUK-0200","Nadeeka Rajapaksa","Kumari Jayasinghe","19822444095","723487880","24","9","DEV-0200","ACTIVE","6.491632","80.158305","6","154","2026-04-03T16:00:00.000Z","2024-02-06T08:00:00Z",""
